"year","country","shape","value"
1996,"MEX","other",1
1997,"MEX","other",1
1999,"MEX","other",1
2002,"MEX","other",2
2004,"MEX","other",3
2005,"MEX","other",3
2006,"MEX","other",1
2007,"MEX","other",3
2008,"MEX","other",1
2009,"MEX","other",1
2011,"MEX","other",2
2012,"MEX","other",1
2013,"MEX","other",2
2014,"MEX","other",2
2000,"MKD","other",1
2005,"MUS","other",1
1999,"MYS","other",1
2000,"MYS","other",1
2002,"MYS","other",2
2004,"MYS","other",3
1994,"NLD","other",1
1995,"NLD","other",1
1996,"NLD","other",1
1999,"NLD","other",1
2000,"NLD","other",2
2002,"NLD","other",1
2003,"NLD","other",2
2006,"NLD","other",1
2009,"NLD","other",1
2000,"NOR","other",1
2007,"NOR","other",1
2009,"NOR","other",2
1978,"NZL","other",1
1979,"NZL","other",1
1998,"NZL","other",1
2000,"NZL","other",1
2001,"NZL","other",1
2002,"NZL","other",2
2004,"NZL","other",3
2005,"NZL","other",1
2007,"NZL","other",1
2010,"NZL","other",1
2011,"NZL","other",1
1993,"PAK","other",1
2006,"PAK","other",1
2014,"PAK","other",1
2001,"PER","other",1
1976,"PHL","other",1
1996,"PHL","other",1
1998,"PHL","other",2
2004,"POL","other",1
2013,"POL","other",1
1979,"PRI","other",1
2008,"PRI","other",2
2009,"PRI","other",1
2012,"PRI","other",1
2013,"PRI","other",1
2001,"PRT","other",2
2005,"PRT","other",1
2003,"ROU","other",2
2005,"ROU","other",1
1999,"RUS","other",1
2012,"RUS","other",1
1991,"SAU","other",1
2004,"SRB","other",2
2008,"SRB","other",1
2004,"SVK","other",1
2002,"SVN","other",1
2010,"SWE","other",1
2012,"SWE","other",1
2013,"SWE","other",1
1991,"TKM","other",1
1995,"TTO","other",1
2007,"TTO","other",1
2014,"TTO","other",1
2006,"TUN","other",1
2005,"TUR","other",1
1966,"TZA","other",1
2005,"UKR","other",1
1962,"USA","other",6
1966,"USA","other",13
1968,"USA","other",12
1970,"USA","other",12
1971,"USA","other",3
1972,"USA","other",7
1973,"USA","other",9
1974,"USA","other",19
1975,"USA","other",11
1976,"USA","other",7
1977,"USA","other",12
1978,"USA","other",17
1979,"USA","other",18
1980,"USA","other",18
1981,"USA","other",15
1982,"USA","other",12
1983,"USA","other",14
1984,"USA","other",18
1985,"USA","other",19
1986,"USA","other",22
1987,"USA","other",23
1988,"USA","other",16
1989,"USA","other",26
1990,"USA","other",29
1991,"USA","other",16
1992,"USA","other",15
1993,"USA","other",29
1994,"USA","other",24
1995,"USA","other",40
1996,"USA","other",40
1997,"USA","other",114
1998,"USA","other",110
1999,"USA","other",205
2000,"USA","other",197
2001,"USA","other",204
2002,"USA","other",202
2003,"USA","other",260
2004,"USA","other",272
2005,"USA","other",284
2006,"USA","other",225
2007,"USA","other",254
2008,"USA","other",278
2009,"USA","other",280
2010,"USA","other",286
2011,"USA","other",278
2012,"USA","other",339
2013,"USA","other",327
2014,"USA","other",128
2012,"VEN","other",1
1998,"VGB","other",1
1972,"VNM","other",1
1993,"ZAF","other",1
1999,"ZAF","other",3
2001,"ZAF","other",1
2002,"ZAF","other",1
2004,"ZAF","other",1
2008,"ZAF","other",1
2012,"ZAF","other",2
2010,"AFG","oval",1
2002,"ARE","oval",1
2003,"ARE","oval",1
2003,"ARG","oval",2
1972,"AUS","oval",1
1990,"AUS","oval",1
1992,"AUS","oval",1
1994,"AUS","oval",1
1998,"AUS","oval",1
1999,"AUS","oval",1
2000,"AUS","oval",1
2001,"AUS","oval",2
2002,"AUS","oval",2
2003,"AUS","oval",2
2004,"AUS","oval",6
2005,"AUS","oval",4
2006,"AUS","oval",3
2007,"AUS","oval",5
2010,"AUS","oval",2
2013,"AUS","oval",1
1979,"BEL","oval",1
1985,"BEL","oval",1
2002,"BEL","oval",1
2005,"BEL","oval",1
2006,"BEL","oval",1
2009,"BGD","oval",1
2012,"BGR","oval",1
2013,"BGR","oval",1
2002,"BIH","oval",1
1990,"BLZ","oval",1
1974,"BOL","oval",1
1996,"BRA","oval",1
2003,"BRA","oval",2
2004,"BRA","oval",1
2005,"BRA","oval",1
2007,"BRA","oval",1
2011,"BRA","oval",1
1962,"CAN","oval",1
1970,"CAN","oval",2
1971,"CAN","oval",1
1972,"CAN","oval",1
1974,"CAN","oval",1
1977,"CAN","oval",1
1983,"CAN","oval",1
1984,"CAN","oval",1
1985,"CAN","oval",1
1986,"CAN","oval",1
1988,"CAN","oval",1
1989,"CAN","oval",1
1990,"CAN","oval",1
1992,"CAN","oval",2
1993,"CAN","oval",2
1994,"CAN","oval",3
1996,"CAN","oval",4
1997,"CAN","oval",3
1998,"CAN","oval",1
1999,"CAN","oval",5
2000,"CAN","oval",8
2001,"CAN","oval",10
2002,"CAN","oval",8
2003,"CAN","oval",8
2004,"CAN","oval",14
2005,"CAN","oval",14
2006,"CAN","oval",7
2007,"CAN","oval",5
2008,"CAN","oval",7
2009,"CAN","oval",5
2010,"CAN","oval",8
2011,"CAN","oval",6
2012,"CAN","oval",15
2013,"CAN","oval",14
2014,"CAN","oval",2
2002,"CHN","oval",2
2009,"CHN","oval",1
2010,"CHN","oval",1
1983,"COL","oval",1
2012,"CPV","oval",1
2003,"CRI","oval",1
2004,"CRI","oval",2
1999,"CZE","oval",1
1994,"DEU","oval",1
1996,"DEU","oval",1
2002,"DEU","oval",1
2003,"DEU","oval",1
2004,"DEU","oval",1
2005,"DEU","oval",1
2006,"DEU","oval",1
2007,"DEU","oval",1
2014,"DEU","oval",1
2002,"DNK","oval",1
2003,"DNK","oval",1
2010,"DNK","oval",1
2011,"DOM","oval",1
1995,"ECU","oval",1
2003,"ESP","oval",2
2006,"ESP","oval",1
2007,"ESP","oval",1
2011,"ESP","oval",1
2006,"EST","oval",1
2004,"FIN","oval",1
2008,"FJI","oval",1
1996,"FRA","oval",1
1997,"FRA","oval",1
2010,"FRA","oval",1
1971,"GBR","oval",1
1980,"GBR","oval",1
1987,"GBR","oval",1
1992,"GBR","oval",2
1997,"GBR","oval",3
1998,"GBR","oval",2
1999,"GBR","oval",2
2000,"GBR","oval",2
2001,"GBR","oval",8
2002,"GBR","oval",4
2003,"GBR","oval",10
2004,"GBR","oval",5
2005,"GBR","oval",9
2006,"GBR","oval",12
2007,"GBR","oval",5
2008,"GBR","oval",10
2009,"GBR","oval",13
2010,"GBR","oval",3
2011,"GBR","oval",3
2012,"GBR","oval",3
2013,"GBR","oval",5
2014,"GBR","oval",3
2000,"GRC","oval",1
2001,"GRC","oval",1
2004,"GRC","oval",1
1968,"HND","oval",1
1974,"HND","oval",1
2002,"HUN","oval",1
2006,"IDN","oval",1
2013,"IDN","oval",1
1988,"IND","oval",1
1998,"IND","oval",1
2001,"IND","oval",1
2003,"IND","oval",3
2005,"IND","oval",1
2008,"IND","oval",3
2003,"IRL","oval",1
2008,"IRL","oval",1
2009,"IRL","oval",1
2010,"IRL","oval",5
2011,"IRL","oval",1
2003,"IRN","oval",1
2008,"IRN","oval",1
2010,"ISL","oval",1
2005,"ISR","oval",1
2012,"ISR","oval",1
1978,"ITA","oval",1
2004,"ITA","oval",1
2008,"ITA","oval",1
2000,"JAM","oval",1
1990,"JOR","oval",1
1970,"JPN","oval",1
1978,"KHM","oval",1
2013,"KOR","oval",1
2009,"LBN","oval",1
2001,"LKA","oval",2
2002,"LKA","oval",1
2002,"LTU","oval",1
2004,"LTU","oval",1
2006,"LUX","oval",1
2000,"MAR","oval",1
1983,"MEX","oval",1
1994,"MEX","oval",1
1996,"MEX","oval",1
1997,"MEX","oval",1
2000,"MEX","oval",1
2001,"MEX","oval",1
2002,"MEX","oval",2
2003,"MEX","oval",1
2004,"MEX","oval",3
2007,"MEX","oval",2
2008,"MEX","oval",2
2011,"MEX","oval",1
2013,"MEX","oval",1
2014,"MEX","oval",1
1999,"MYS","oval",1
2003,"MYS","oval",1
2012,"MYS","oval",1
1976,"NLD","oval",1
1978,"NLD","oval",1
2004,"NLD","oval",2
2007,"NLD","oval",1
2009,"NLD","oval",2
2011,"NLD","oval",1
2012,"NLD","oval",1
1981,"NZL","oval",1
1998,"NZL","oval",1
2001,"NZL","oval",1
2005,"NZL","oval",1
2007,"NZL","oval",1
2013,"NZL","oval",1
2012,"PAK","oval",1
2013,"PAK","oval",1
2004,"PAN","oval",1
2010,"PAN","oval",1
1974,"PHL","oval",1
1979,"PHL","oval",1
2001,"PHL","oval",1
2010,"PHL","oval",1
1962,"PRI","oval",1
2007,"PRI","oval",1
2008,"PRI","oval",1
2001,"PRT","oval",1
2004,"PRT","oval",2
2009,"PRT","oval",2
2001,"RUS","oval",1
1990,"SAU","oval",1
2007,"SAU","oval",1
2003,"SRB","oval",1
2005,"SWE","oval",1
2012,"SWE","oval",1
2007,"THA","oval",1
1990,"TUR","oval",1
1999,"TUR","oval",1
2006,"TUR","oval",1
2009,"TUR","oval",1
2011,"UKR","oval",1
1962,"USA","oval",3
1966,"USA","oval",19
1968,"USA","oval",11
1970,"USA","oval",12
1971,"USA","oval",6
1972,"USA","oval",8
1973,"USA","oval",18
1974,"USA","oval",18
1975,"USA","oval",18
1976,"USA","oval",17
1977,"USA","oval",18
1978,"USA","oval",21
1979,"USA","oval",9
1980,"USA","oval",13
1981,"USA","oval",7
1982,"USA","oval",7
1983,"USA","oval",8
1984,"USA","oval",6
1985,"USA","oval",11
1986,"USA","oval",8
1987,"USA","oval",9
1988,"USA","oval",10
1989,"USA","oval",10
1990,"USA","oval",11
1991,"USA","oval",6
1992,"USA","oval",14
1993,"USA","oval",11
1994,"USA","oval",11
1995,"USA","oval",20
1996,"USA","oval",17
1997,"USA","oval",38
1998,"USA","oval",64
1999,"USA","oval",85
2000,"USA","oval",94
2001,"USA","oval",131
2002,"USA","oval",113
2003,"USA","oval",173
2004,"USA","oval",156
2005,"USA","oval",143
2006,"USA","oval",158
2007,"USA","oval",192
2008,"USA","oval",232
2009,"USA","oval",184
2010,"USA","oval",178
2011,"USA","oval",222
2012,"USA","oval",317
2013,"USA","oval",258
2014,"USA","oval",84
1988,"UZB","oval",1
2000,"VEN","oval",1
2003,"VEN","oval",1
2005,"VGB","oval",1
1998,"ZAF","oval",1
2003,"ZAF","oval",1
2007,"ZAF","oval",1
2010,"ZAF","oval",2
2012,"ZAF","oval",4
2013,"ZAF","oval",1
1994,"ZWE","oval",1
1975,"AUS","rectangle",1
1976,"AUS","rectangle",2
1995,"AUS","rectangle",1
1998,"AUS","rectangle",1
2000,"AUS","rectangle",1
2001,"AUS","rectangle",1
2002,"AUS","rectangle",1
2003,"AUS","rectangle",1
2004,"AUS","rectangle",2
2008,"AUS","rectangle",1
2012,"AUS","rectangle",2
2014,"AUS","rectangle",1
2003,"BRA","rectangle",1
2009,"BRA","rectangle",2
2013,"BRA","rectangle",1
1975,"CAN","rectangle",2
1984,"CAN","rectangle",1
1990,"CAN","rectangle",1
1991,"CAN","rectangle",3
1993,"CAN","rectangle",1
1996,"CAN","rectangle",2
1998,"CAN","rectangle",2
2002,"CAN","rectangle",6
2003,"CAN","rectangle",8
2004,"CAN","rectangle",2
2005,"CAN","rectangle",4
2006,"CAN","rectangle",2
2007,"CAN","rectangle",4
2008,"CAN","rectangle",2
2009,"CAN","rectangle",1
2010,"CAN","rectangle",4
2011,"CAN","rectangle",4
2012,"CAN","rectangle",8
2013,"CAN","rectangle",5
2002,"CHE","rectangle",1
2004,"CHL","rectangle",1
2010,"CHN","rectangle",1
1962,"DEU","rectangle",1
2001,"DNK","rectangle",1
2007,"DNK","rectangle",1
1970,"DZA","rectangle",1
1994,"FIN","rectangle",1
1999,"FIN","rectangle",1
2005,"FRA","rectangle",1
2009,"FRO","rectangle",1
1980,"GBR","rectangle",1
1986,"GBR","rectangle",1
1989,"GBR","rectangle",1
1994,"GBR","rectangle",1
1996,"GBR","rectangle",1
1998,"GBR","rectangle",2
2001,"GBR","rectangle",3
2002,"GBR","rectangle",2
2003,"GBR","rectangle",2
2004,"GBR","rectangle",3
2005,"GBR","rectangle",2
2006,"GBR","rectangle",1
2007,"GBR","rectangle",3
2009,"GBR","rectangle",2
2010,"GBR","rectangle",5
2011,"GBR","rectangle",2
2012,"GBR","rectangle",2
2013,"GBR","rectangle",1
2006,"GMB","rectangle",1
2002,"GRC","rectangle",1
2003,"GRC","rectangle",1
2010,"HUN","rectangle",1
2002,"IND","rectangle",1
2007,"IND","rectangle",1
2013,"IND","rectangle",1
1968,"IRL","rectangle",1
2008,"IRL","rectangle",1
2010,"IRL","rectangle",1
2003,"IRQ","rectangle",2
1995,"JAM","rectangle",1
1999,"MEX","rectangle",1
2006,"MEX","rectangle",1
1996,"MWI","rectangle",1
2001,"MYS","rectangle",1
2000,"NLD","rectangle",1
2002,"NLD","rectangle",1
2007,"NLD","rectangle",1
2010,"NLD","rectangle",1
2002,"NZL","rectangle",1
2003,"NZL","rectangle",2
2006,"NZL","rectangle",1
2000,"PAK","rectangle",1
2012,"PER","rectangle",1
1977,"PHL","rectangle",1
2008,"PRI","rectangle",1
2000,"SVN","rectangle",1
2006,"SWE","rectangle",1
2014,"THA","rectangle",1
1989,"TUR","rectangle",1
1986,"UKR","rectangle",1
1966,"USA","rectangle",2
1968,"USA","rectangle",1
1970,"USA","rectangle",2
1971,"USA","rectangle",1
1972,"USA","rectangle",1
1973,"USA","rectangle",3
1974,"USA","rectangle",3
1975,"USA","rectangle",3
1976,"USA","rectangle",8
1977,"USA","rectangle",4
1978,"USA","rectangle",9
1979,"USA","rectangle",12
1980,"USA","rectangle",10
1981,"USA","rectangle",8
1982,"USA","rectangle",5
1983,"USA","rectangle",1
1984,"USA","rectangle",4
1985,"USA","rectangle",7
1986,"USA","rectangle",5
1987,"USA","rectangle",9
1988,"USA","rectangle",6
1989,"USA","rectangle",8
1990,"USA","rectangle",5
1991,"USA","rectangle",4
1992,"USA","rectangle",6
1993,"USA","rectangle",7
1994,"USA","rectangle",12
1995,"USA","rectangle",6
1996,"USA","rectangle",11
1997,"USA","rectangle",13
1998,"USA","rectangle",12
1999,"USA","rectangle",34
2000,"USA","rectangle",37
2001,"USA","rectangle",51
2002,"USA","rectangle",36
2003,"USA","rectangle",44
2004,"USA","rectangle",41
2005,"USA","rectangle",53
2006,"USA","rectangle",62
2007,"USA","rectangle",74
2008,"USA","rectangle",81
2009,"USA","rectangle",70
2010,"USA","rectangle",57
2011,"USA","rectangle",70
2012,"USA","rectangle",113
2013,"USA","rectangle",85
2014,"USA","rectangle",28
2003,"VIR","rectangle",1
1999,"ZAF","rectangle",1
2004,"ZAF","rectangle",1
2007,"ARG","sphere",2
1978,"AUS","sphere",1
1987,"AUS","sphere",1
1996,"AUS","sphere",1
1998,"AUS","sphere",1
2000,"AUS","sphere",3
2001,"AUS","sphere",1
2002,"AUS","sphere",3
2003,"AUS","sphere",3
2004,"AUS","sphere",3
2005,"AUS","sphere",1
2007,"AUS","sphere",1
2008,"AUS","sphere",2
2009,"AUS","sphere",1
2012,"AUS","sphere",1
2013,"AUS","sphere",2
1975,"BEL","sphere",1
1998,"BEL","sphere",1
2000,"BEL","sphere",1
2007,"BEL","sphere",1
2009,"BGR","sphere",1
1997,"BIH","sphere",1
2000,"BIH","sphere",1
2013,"BIH","sphere",1
1975,"BOL","sphere",1
2013,"BOL","sphere",1
1974,"BRA","sphere",1
2002,"BRA","sphere",1
2012,"BRB","sphere",1
1966,"CAN","sphere",2
1970,"CAN","sphere",1
1972,"CAN","sphere",1
1973,"CAN","sphere",3
1974,"CAN","sphere",1
1975,"CAN","sphere",2
1977,"CAN","sphere",2
1978,"CAN","sphere",2
1984,"CAN","sphere",3
1985,"CAN","sphere",3
1987,"CAN","sphere",2
1988,"CAN","sphere",4
1991,"CAN","sphere",2
1992,"CAN","sphere",3
1993,"CAN","sphere",1
1994,"CAN","sphere",4
1995,"CAN","sphere",2
1996,"CAN","sphere",4
1997,"CAN","sphere",4
1998,"CAN","sphere",8
1999,"CAN","sphere",14
2000,"CAN","sphere",6
2001,"CAN","sphere",3
2002,"CAN","sphere",12
2003,"CAN","sphere",16
2004,"CAN","sphere",14
2005,"CAN","sphere",8
2006,"CAN","sphere",13
2007,"CAN","sphere",12
2008,"CAN","sphere",15
2009,"CAN","sphere",11
2010,"CAN","sphere",6
2011,"CAN","sphere",15
2012,"CAN","sphere",25
2013,"CAN","sphere",35
2014,"CAN","sphere",4
2002,"CHE","sphere",1
2006,"CHE","sphere",1
2007,"CHE","sphere",1
1986,"CHL","sphere",1
1999,"CHL","sphere",1
2004,"CHN","sphere",2
2007,"CHN","sphere",1
2005,"COL","sphere",1
2008,"CRI","sphere",1
2006,"CYP","sphere",1
2008,"CYP","sphere",1
2013,"CYP","sphere",1
1991,"CZE","sphere",1
1970,"DEU","sphere",1
1981,"DEU","sphere",1
1989,"DEU","sphere",1
2007,"DEU","sphere",1
2008,"DEU","sphere",2
2009,"DEU","sphere",1
2010,"DEU","sphere",1
2011,"DEU","sphere",2
2010,"EGY","sphere",1
1986,"ESP","sphere",1
2002,"ESP","sphere",1
2005,"ESP","sphere",1
2006,"ESP","sphere",1
2007,"ESP","sphere",1
2012,"ESP","sphere",2
1994,"FRA","sphere",1
2004,"FRA","sphere",1
2005,"FRA","sphere",1
2012,"FRA","sphere",1
1972,"GBR","sphere",1
1974,"GBR","sphere",1
1978,"GBR","sphere",2
1982,"GBR","sphere",1
1983,"GBR","sphere",1
1984,"GBR","sphere",1
1985,"GBR","sphere",1
1986,"GBR","sphere",1
1988,"GBR","sphere",2
1991,"GBR","sphere",1
1992,"GBR","sphere",2
1993,"GBR","sphere",2
1994,"GBR","sphere",2
1995,"GBR","sphere",1
1996,"GBR","sphere",1
1997,"GBR","sphere",8
1998,"GBR","sphere",4
1999,"GBR","sphere",3
2000,"GBR","sphere",6
2001,"GBR","sphere",8
2002,"GBR","sphere",11
2003,"GBR","sphere",15
2004,"GBR","sphere",10
2005,"GBR","sphere",7
2006,"GBR","sphere",21
2007,"GBR","sphere",13
2008,"GBR","sphere",15
2009,"GBR","sphere",21
2010,"GBR","sphere",9
2011,"GBR","sphere",16
2012,"GBR","sphere",7
2013,"GBR","sphere",3
2006,"GRC","sphere",2
2008,"GRC","sphere",1
2013,"GUY","sphere",1
2004,"HUN","sphere",1
1998,"IDN","sphere",1
2014,"IDN","sphere",1
1994,"IND","sphere",1
2000,"IND","sphere",1
2001,"IND","sphere",1
2007,"IND","sphere",2
2008,"IND","sphere",1
2009,"IND","sphere",1
2012,"IND","sphere",3
2014,"IND","sphere",1
1998,"IRL","sphere",1
2000,"IRL","sphere",1
2001,"IRL","sphere",2
2002,"IRL","sphere",2
2008,"IRL","sphere",1
2009,"IRL","sphere",1
2010,"IRL","sphere",1
2011,"IRL","sphere",1
2014,"IRL","sphere",1
2004,"IRQ","sphere",2
1997,"ISL","sphere",1
1996,"ISR","sphere",1
2010,"ISR","sphere",1
2011,"ISR","sphere",1
1995,"ITA","sphere",1
2002,"ITA","sphere",1
2012,"ITA","sphere",1
1972,"JAM","sphere",1
2004,"JAM","sphere",1
2010,"JOR","sphere",1
2010,"JPN","sphere",1
2012,"JPN","sphere",1
2007,"KOR","sphere",1
2012,"LUX","sphere",1
1976,"MAR","sphere",1
1983,"MEX","sphere",1
1984,"MEX","sphere",1
1999,"MEX","sphere",4
2000,"MEX","sphere",4
2001,"MEX","sphere",1
2003,"MEX","sphere",3
2005,"MEX","sphere",1
2006,"MEX","sphere",3
2007,"MEX","sphere",2
2008,"MEX","sphere",2
2009,"MEX","sphere",3
2011,"MEX","sphere",1
2012,"MEX","sphere",1
2013,"MLT","sphere",1
2000,"MYS","sphere",2
2001,"MYS","sphere",1
2009,"MYS","sphere",1
2013,"MYS","sphere",1
1990,"NLD","sphere",1
1998,"NLD","sphere",1
2003,"NLD","sphere",1
2010,"NLD","sphere",2
2011,"NLD","sphere",1
2009,"NOR","sphere",1
2008,"NPL","sphere",1
1994,"NZL","sphere",1
2000,"NZL","sphere",1
2002,"NZL","sphere",1
2003,"NZL","sphere",1
1999,"PAK","sphere",1
1981,"PAN","sphere",1
2013,"PAN","sphere",1
1972,"PHL","sphere",1
2007,"PHL","sphere",1
1999,"POL","sphere",1
2011,"POL","sphere",1
1998,"PRI","sphere",2
2003,"PRI","sphere",1
2005,"PRI","sphere",1
2009,"PRI","sphere",1
2010,"PRI","sphere",1
2012,"PRI","sphere",1
1978,"PRT","sphere",1
2001,"PRT","sphere",1
2003,"PRT","sphere",1
2004,"PRT","sphere",1
2011,"QAT","sphere",1
1988,"ROU","sphere",1
2003,"ROU","sphere",1
2005,"ROU","sphere",1
2012,"ROU","sphere",1
1993,"RUS","sphere",2
1979,"SRB","sphere",1
2007,"SVK","sphere",1
2013,"SVK","sphere",1
1977,"SWE","sphere",2
1997,"SWE","sphere",1
1998,"SWE","sphere",1
2000,"SWE","sphere",1
2005,"SWE","sphere",1
2011,"SWE","sphere",1
1992,"SWZ","sphere",1
2004,"SYR","sphere",1
1968,"THA","sphere",1
2005,"THA","sphere",1
1992,"TON","sphere",1
2001,"TTO","sphere",1
2011,"TTO","sphere",1
1972,"TUR","sphere",2
1997,"TUR","sphere",1
1999,"TUR","sphere",1
2011,"TUR","sphere",1
1973,"URY","sphere",1
1995,"URY","sphere",1
1962,"USA","sphere",8
1966,"USA","sphere",11
1968,"USA","sphere",12
1970,"USA","sphere",10
1971,"USA","sphere",5
1972,"USA","sphere",4
1973,"USA","sphere",14
1974,"USA","sphere",15
1975,"USA","sphere",17
1976,"USA","sphere",11
1977,"USA","sphere",11
1978,"USA","sphere",21
1979,"USA","sphere",6
1980,"USA","sphere",14
1981,"USA","sphere",10
1982,"USA","sphere",10
1983,"USA","sphere",13
1984,"USA","sphere",10
1985,"USA","sphere",14
1986,"USA","sphere",12
1987,"USA","sphere",12
1988,"USA","sphere",15
1989,"USA","sphere",18
1990,"USA","sphere",12
1991,"USA","sphere",9
1992,"USA","sphere",11
1993,"USA","sphere",17
1994,"USA","sphere",25
1995,"USA","sphere",22
1996,"USA","sphere",25
1997,"USA","sphere",65
1998,"USA","sphere",124
1999,"USA","sphere",147
2000,"USA","sphere",109
2001,"USA","sphere",151
2002,"USA","sphere",146
2003,"USA","sphere",190
2004,"USA","sphere",220
2005,"USA","sphere",194
2006,"USA","sphere",186
2007,"USA","sphere",214
2008,"USA","sphere",263
2009,"USA","sphere",263
2010,"USA","sphere",262
2011,"USA","sphere",336
2012,"USA","sphere",520
2013,"USA","sphere",503
2014,"USA","sphere",168
1987,"UZB","sphere",1
1988,"VEN","sphere",1
2004,"VEN","sphere",1
2012,"VEN","sphere",1
2010,"VNM","sphere",1
1973,"ZAF","sphere",1
1985,"ZAF","sphere",2
2000,"ZAF","sphere",1
2003,"ZAF","sphere",2
2004,"ZAF","sphere",1
2005,"ZAF","sphere",1
2010,"ZAF","sphere",1
2012,"ZAF","sphere",2
2013,"ZAF","sphere",1
2014,"ZAF","sphere",1
1972,"AUS","teardrop",1
1990,"AUS","teardrop",1
2001,"AUS","teardrop",1
2002,"AUS","teardrop",2
2003,"AUS","teardrop",2
2005,"AUS","teardrop",1
2006,"AUS","teardrop",2
2006,"BHS","teardrop",1
1982,"CAN","teardrop",1
1999,"CAN","teardrop",1
2000,"CAN","teardrop",1
2001,"CAN","teardrop",3
2002,"CAN","teardrop",1
2003,"CAN","teardrop",1
2004,"CAN","teardrop",2
2005,"CAN","teardrop",5
2006,"CAN","teardrop",1
2008,"CAN","teardrop",2
2009,"CAN","teardrop",1
2010,"CAN","teardrop",1
2011,"CAN","teardrop",4
2012,"CAN","teardrop",2
2013,"CAN","teardrop",3
2014,"CAN","teardrop",2
1999,"CHN","teardrop",1
2005,"CHN","teardrop",1
2009,"CHN","teardrop",1
2012,"CYP","teardrop",1
2003,"DNK","teardrop",1
1999,"DOM","teardrop",1
1999,"ESP","teardrop",1
2008,"ESP","teardrop",1
2006,"FRA","teardrop",1
1979,"GBR","teardrop",1
1995,"GBR","teardrop",1
1996,"GBR","teardrop",1
1997,"GBR","teardrop",1
1998,"GBR","teardrop",1
1999,"GBR","teardrop",4
2000,"GBR","teardrop",4
2001,"GBR","teardrop",4
2002,"GBR","teardrop",6
2003,"GBR","teardrop",1
2004,"GBR","teardrop",4
2005,"GBR","teardrop",1
2006,"GBR","teardrop",4
2007,"GBR","teardrop",4
2009,"GBR","teardrop",4
2010,"GBR","teardrop",1
2011,"GBR","teardrop",2
2012,"GBR","teardrop",1
2013,"GBR","teardrop",1
2006,"GRL","teardrop",1
2014,"IRN","teardrop",1
2003,"IRQ","teardrop",1
2006,"ISR","teardrop",1
2002,"ITA","teardrop",1
1997,"KEN","teardrop",1
2009,"MYS","teardrop",1
2004,"NLD","teardrop",1
1997,"NZL","teardrop",1
2004,"NZL","teardrop",1
2011,"NZL","teardrop",1
2005,"PRI","teardrop",2
2011,"SWE","teardrop",1
2006,"TUR","teardrop",1
1971,"USA","teardrop",1
1972,"USA","teardrop",1
1974,"USA","teardrop",1
1975,"USA","teardrop",3
1976,"USA","teardrop",2
1980,"USA","teardrop",1
1982,"USA","teardrop",2
1984,"USA","teardrop",1
1985,"USA","teardrop",1
1989,"USA","teardrop",2
1990,"USA","teardrop",1
1991,"USA","teardrop",2
1992,"USA","teardrop",1
1993,"USA","teardrop",4
1994,"USA","teardrop",1
1995,"USA","teardrop",6
1996,"USA","teardrop",6
1997,"USA","teardrop",5
1998,"USA","teardrop",13
1999,"USA","teardrop",24
2000,"USA","teardrop",21
2001,"USA","teardrop",28
2002,"USA","teardrop",35
2003,"USA","teardrop",38
2004,"USA","teardrop",35
2005,"USA","teardrop",31
2006,"USA","teardrop",33
2007,"USA","teardrop",46
2008,"USA","teardrop",47
2009,"USA","teardrop",36
2010,"USA","teardrop",43
2011,"USA","teardrop",45
2012,"USA","teardrop",66
2013,"USA","teardrop",35
2014,"USA","teardrop",13
2006,"ZAF","teardrop",1
2010,"AFG","triangle",1
1977,"ARG","triangle",1
2012,"ARG","triangle",1
1968,"AUS","triangle",1
1986,"AUS","triangle",1
1992,"AUS","triangle",1
1996,"AUS","triangle",3
1997,"AUS","triangle",2
1998,"AUS","triangle",3
1999,"AUS","triangle",1
2000,"AUS","triangle",2
2001,"AUS","triangle",1
2002,"AUS","triangle",2
2003,"AUS","triangle",6
2004,"AUS","triangle",5
2005,"AUS","triangle",4
2006,"AUS","triangle",4
2007,"AUS","triangle",3
2008,"AUS","triangle",2
2009,"AUS","triangle",2
2010,"AUS","triangle",3
2012,"AUS","triangle",3
2013,"AUS","triangle",2
2014,"AUS","triangle",1
1996,"BEL","triangle",1
1997,"BEL","triangle",1
1998,"BEL","triangle",1
2002,"BEL","triangle",1
2003,"BEL","triangle",1
2005,"BEL","triangle",1
2005,"BFA","triangle",1
2011,"BGD","triangle",1
2010,"BGR","triangle",1
2008,"BHR","triangle",1
1993,"BIH","triangle",1
2007,"BLZ","triangle",1
1977,"BRA","triangle",1
1979,"BRA","triangle",1
1994,"BRA","triangle",1
1999,"BRA","triangle",1
2002,"BRA","triangle",2
2004,"BRA","triangle",1
2005,"BRA","triangle",1
2007,"BRA","triangle",2
2008,"BWA","triangle",2
1971,"CAN","triangle",1
1973,"CAN","triangle",1
1974,"CAN","triangle",2
1977,"CAN","triangle",2
1979,"CAN","triangle",3
1980,"CAN","triangle",1
1981,"CAN","triangle",3
1983,"CAN","triangle",1
1986,"CAN","triangle",1
1987,"CAN","triangle",2
1988,"CAN","triangle",2
1989,"CAN","triangle",2
1990,"CAN","triangle",4
1991,"CAN","triangle",2
1992,"CAN","triangle",1
1993,"CAN","triangle",3
1994,"CAN","triangle",3
1995,"CAN","triangle",2
1996,"CAN","triangle",3
1997,"CAN","triangle",6
1998,"CAN","triangle",7
1999,"CAN","triangle",11
2000,"CAN","triangle",13
