"Year";"Coutry";"WeakDay";"Hour";"x"
"1994";"MEX";"Qua";"21";1
"2004";"MEX";"Qua";"21";1
"2012";"MYS";"Qua";"21";1
"1998";"NGA";"Qua";"21";1
"2000";"NLD";"Qua";"21";1
"2001";"NOR";"Qua";"21";1
"2011";"NOR";"Qua";"21";1
"1998";"NZL";"Qua";"21";1
"2001";"NZL";"Qua";"21";1
"2002";"NZL";"Qua";"21";1
"2004";"NZL";"Qua";"21";1
"2009";"NZL";"Qua";"21";1
"1997";"PER";"Qua";"21";1
"1977";"PHL";"Qua";"21";1
"1995";"PHL";"Qua";"21";1
"2004";"PHL";"Qua";"21";1
"2008";"PRI";"Qua";"21";1
"2011";"TTO";"Qua";"21";1
"2006";"TUN";"Qua";"21";1
"1962";"USA";"Qua";"21";1
"1966";"USA";"Qua";"21";4
"1968";"USA";"Qua";"21";2
"1970";"USA";"Qua";"21";3
"1971";"USA";"Qua";"21";3
"1973";"USA";"Qua";"21";3
"1974";"USA";"Qua";"21";4
"1975";"USA";"Qua";"21";1
"1976";"USA";"Qua";"21";5
"1977";"USA";"Qua";"21";8
"1978";"USA";"Qua";"21";2
"1979";"USA";"Qua";"21";2
"1980";"USA";"Qua";"21";3
"1981";"USA";"Qua";"21";2
"1982";"USA";"Qua";"21";5
"1983";"USA";"Qua";"21";3
"1984";"USA";"Qua";"21";5
"1985";"USA";"Qua";"21";2
"1986";"USA";"Qua";"21";2
"1987";"USA";"Qua";"21";3
"1988";"USA";"Qua";"21";7
"1989";"USA";"Qua";"21";7
"1990";"USA";"Qua";"21";2
"1991";"USA";"Qua";"21";3
"1992";"USA";"Qua";"21";4
"1993";"USA";"Qua";"21";8
"1994";"USA";"Qua";"21";9
"1995";"USA";"Qua";"21";24
"1996";"USA";"Qua";"21";9
"1997";"USA";"Qua";"21";19
"1998";"USA";"Qua";"21";50
"1999";"USA";"Qua";"21";79
"2000";"USA";"Qua";"21";42
"2001";"USA";"Qua";"21";46
"2002";"USA";"Qua";"21";50
"2003";"USA";"Qua";"21";56
"2004";"USA";"Qua";"21";66
"2005";"USA";"Qua";"21";57
"2006";"USA";"Qua";"21";56
"2007";"USA";"Qua";"21";79
"2008";"USA";"Qua";"21";75
"2009";"USA";"Qua";"21";67
"2010";"USA";"Qua";"21";63
"2011";"USA";"Qua";"21";87
"2012";"USA";"Qua";"21";192
"2013";"USA";"Qua";"21";144
"2014";"USA";"Qua";"21";45
"1983";"VIR";"Qua";"21";1
"2001";"ZAF";"Qua";"21";1
"2010";"ZAF";"Qua";"21";1
"2004";"ARE";"Qui";"21";1
"1983";"AUS";"Qui";"21";1
"1984";"AUS";"Qui";"21";1
"1987";"AUS";"Qui";"21";1
"2000";"AUS";"Qui";"21";4
"2002";"AUS";"Qui";"21";1
"2004";"AUS";"Qui";"21";1
"2005";"AUS";"Qui";"21";1
"2014";"AUS";"Qui";"21";1
"2009";"AUT";"Qui";"21";1
"1977";"BRA";"Qui";"21";1
"2012";"BRA";"Qui";"21";1
"1973";"CAN";"Qui";"21";1
"1974";"CAN";"Qui";"21";1
"1978";"CAN";"Qui";"21";1
"1982";"CAN";"Qui";"21";2
"1990";"CAN";"Qui";"21";1
"1994";"CAN";"Qui";"21";1
"1996";"CAN";"Qui";"21";2
"1998";"CAN";"Qui";"21";1
"1999";"CAN";"Qui";"21";1
"2000";"CAN";"Qui";"21";2
"2001";"CAN";"Qui";"21";1
"2002";"CAN";"Qui";"21";3
"2003";"CAN";"Qui";"21";7
"2004";"CAN";"Qui";"21";7
"2006";"CAN";"Qui";"21";2
"2007";"CAN";"Qui";"21";2
"2008";"CAN";"Qui";"21";2
"2009";"CAN";"Qui";"21";1
"2010";"CAN";"Qui";"21";2
"2011";"CAN";"Qui";"21";5
"2012";"CAN";"Qui";"21";3
"2013";"CAN";"Qui";"21";9
"2014";"CAN";"Qui";"21";2
"1998";"CHL";"Qui";"21";1
"1987";"DEU";"Qui";"21";1
"2006";"ESP";"Qui";"21";1
"1974";"GBR";"Qui";"21";1
"1986";"GBR";"Qui";"21";1
"1990";"GBR";"Qui";"21";1
"1995";"GBR";"Qui";"21";1
"1996";"GBR";"Qui";"21";1
"1997";"GBR";"Qui";"21";1
"1998";"GBR";"Qui";"21";1
"1999";"GBR";"Qui";"21";1
"2000";"GBR";"Qui";"21";1
"2002";"GBR";"Qui";"21";2
"2003";"GBR";"Qui";"21";1
"2004";"GBR";"Qui";"21";4
"2005";"GBR";"Qui";"21";2
"2006";"GBR";"Qui";"21";3
"2007";"GBR";"Qui";"21";4
"2008";"GBR";"Qui";"21";3
"2009";"GBR";"Qui";"21";3
"2010";"GBR";"Qui";"21";2
"2011";"GBR";"Qui";"21";1
"2012";"GBR";"Qui";"21";1
"2014";"GBR";"Qui";"21";1
"2003";"HRV";"Qui";"21";1
"2006";"HRV";"Qui";"21";1
"2003";"IND";"Qui";"21";1
"2007";"IND";"Qui";"21";2
"2014";"IND";"Qui";"21";1
"2007";"IRL";"Qui";"21";1
"2010";"IRN";"Qui";"21";1
"2012";"IRN";"Qui";"21";1
"2004";"JAM";"Qui";"21";1
"2012";"JAM";"Qui";"21";1
"2013";"JAM";"Qui";"21";1
"2011";"KOR";"Qui";"21";1
"2002";"LKA";"Qui";"21";1
"2007";"LTU";"Qui";"21";1
"1998";"MEX";"Qui";"21";1
"1999";"MEX";"Qui";"21";1
"2000";"MEX";"Qui";"21";1
"2004";"MEX";"Qui";"21";1
"2005";"MEX";"Qui";"21";2
"2002";"NLD";"Qui";"21";1
"2004";"NLD";"Qui";"21";2
"2003";"NZL";"Qui";"21";1
"2007";"NZL";"Qui";"21";1
"2009";"NZL";"Qui";"21";2
"2004";"PAN";"Qui";"21";1
"2006";"POL";"Qui";"21";1
"2011";"POL";"Qui";"21";1
"2003";"PRI";"Qui";"21";1
"1996";"PRT";"Qui";"21";1
"1998";"PSE";"Qui";"21";1
"2012";"ROU";"Qui";"21";2
"2008";"SRB";"Qui";"21";1
"1989";"UKR";"Qui";"21";1
"1962";"USA";"Qui";"21";2
"1966";"USA";"Qui";"21";4
"1968";"USA";"Qui";"21";1
"1970";"USA";"Qui";"21";3
"1971";"USA";"Qui";"21";2
"1972";"USA";"Qui";"21";3
"1973";"USA";"Qui";"21";3
"1974";"USA";"Qui";"21";5
"1975";"USA";"Qui";"21";6
"1976";"USA";"Qui";"21";6
"1977";"USA";"Qui";"21";2
"1978";"USA";"Qui";"21";7
"1979";"USA";"Qui";"21";3
"1980";"USA";"Qui";"21";2
"1981";"USA";"Qui";"21";1
"1982";"USA";"Qui";"21";5
"1983";"USA";"Qui";"21";4
"1984";"USA";"Qui";"21";3
"1985";"USA";"Qui";"21";4
"1986";"USA";"Qui";"21";1
"1987";"USA";"Qui";"21";9
"1988";"USA";"Qui";"21";3
"1989";"USA";"Qui";"21";4
"1990";"USA";"Qui";"21";4
"1992";"USA";"Qui";"21";1
"1993";"USA";"Qui";"21";4
"1994";"USA";"Qui";"21";7
"1995";"USA";"Qui";"21";28
"1996";"USA";"Qui";"21";16
"1997";"USA";"Qui";"21";25
"1998";"USA";"Qui";"21";32
"1999";"USA";"Qui";"21";34
"2000";"USA";"Qui";"21";56
"2001";"USA";"Qui";"21";69
"2002";"USA";"Qui";"21";60
"2003";"USA";"Qui";"21";69
"2004";"USA";"Qui";"21";58
"2005";"USA";"Qui";"21";51
"2006";"USA";"Qui";"21";52
"2007";"USA";"Qui";"21";82
"2008";"USA";"Qui";"21";90
"2009";"USA";"Qui";"21";103
"2010";"USA";"Qui";"21";77
"2011";"USA";"Qui";"21";115
"2012";"USA";"Qui";"21";130
"2013";"USA";"Qui";"21";208
"2014";"USA";"Qui";"21";53
"2003";"VIR";"Qui";"21";1
"1972";"ZAF";"Qui";"21";1
"2009";"ZAF";"Qui";"21";1
"2012";"ZAF";"Qui";"21";1
"1999";"AUS";"Sáb";"21";1
"2002";"AUS";"Sáb";"21";2
"2003";"AUS";"Sáb";"21";3
"2006";"AUS";"Sáb";"21";1
"2008";"AUS";"Sáb";"21";1
"2009";"AUS";"Sáb";"21";1
"2010";"AUS";"Sáb";"21";1
"2009";"AUT";"Sáb";"21";1
"1999";"BEL";"Sáb";"21";1
"1970";"CAN";"Sáb";"21";1
"1973";"CAN";"Sáb";"21";1
"1985";"CAN";"Sáb";"21";1
"1990";"CAN";"Sáb";"21";1
"1996";"CAN";"Sáb";"21";1
"1997";"CAN";"Sáb";"21";3
"1999";"CAN";"Sáb";"21";2
"2000";"CAN";"Sáb";"21";3
"2001";"CAN";"Sáb";"21";3
"2002";"CAN";"Sáb";"21";4
"2003";"CAN";"Sáb";"21";4
"2004";"CAN";"Sáb";"21";4
"2005";"CAN";"Sáb";"21";4
"2006";"CAN";"Sáb";"21";2
"2007";"CAN";"Sáb";"21";7
"2008";"CAN";"Sáb";"21";1
"2009";"CAN";"Sáb";"21";3
"2010";"CAN";"Sáb";"21";7
"2011";"CAN";"Sáb";"21";9
"2012";"CAN";"Sáb";"21";15
"2013";"CAN";"Sáb";"21";13
"2007";"CRI";"Sáb";"21";1
"2010";"DEU";"Sáb";"21";1
"2012";"DEU";"Sáb";"21";1
"2001";"DNK";"Sáb";"21";1
"1995";"ESP";"Sáb";"21";1
"2010";"ETH";"Sáb";"21";2
"1978";"GBR";"Sáb";"21";1
"1995";"GBR";"Sáb";"21";1
"1998";"GBR";"Sáb";"21";1
"2001";"GBR";"Sáb";"21";1
"2002";"GBR";"Sáb";"21";2
"2003";"GBR";"Sáb";"21";2
"2004";"GBR";"Sáb";"21";3
"2005";"GBR";"Sáb";"21";4
"2006";"GBR";"Sáb";"21";3
"2007";"GBR";"Sáb";"21";6
"2008";"GBR";"Sáb";"21";5
"2009";"GBR";"Sáb";"21";19
"2010";"GBR";"Sáb";"21";8
"2011";"GBR";"Sáb";"21";1
"2012";"GBR";"Sáb";"21";3
"2013";"GBR";"Sáb";"21";3
"2011";"HUN";"Sáb";"21";1
"2012";"HUN";"Sáb";"21";1
"2007";"IND";"Sáb";"21";1
"2009";"IND";"Sáb";"21";2
"2013";"IND";"Sáb";"21";2
"1989";"IRL";"Sáb";"21";1
"2010";"IRL";"Sáb";"21";1
"1991";"MEX";"Sáb";"21";1
"2001";"MEX";"Sáb";"21";1
"2004";"MEX";"Sáb";"21";1
"2005";"MEX";"Sáb";"21";1
"2006";"MEX";"Sáb";"21";1
"2007";"MEX";"Sáb";"21";1
"2014";"MEX";"Sáb";"21";1
"2013";"MMR";"Sáb";"21";1
"2001";"MYS";"Sáb";"21";1
"2003";"NLD";"Sáb";"21";1
"2005";"NLD";"Sáb";"21";1
"2001";"NOR";"Sáb";"21";1
"2001";"NZL";"Sáb";"21";1
"2004";"NZL";"Sáb";"21";1
"2010";"NZL";"Sáb";"21";1
"2012";"NZL";"Sáb";"21";1
"2000";"PAK";"Sáb";"21";1
"2007";"PAK";"Sáb";"21";1
"1995";"POL";"Sáb";"21";1
"2011";"PRI";"Sáb";"21";1
"2001";"PRT";"Sáb";"21";1
"2004";"PRT";"Sáb";"21";1
"2009";"PRT";"Sáb";"21";1
"2012";"PRT";"Sáb";"21";1
"2011";"SAU";"Sáb";"21";1
"2007";"SVK";"Sáb";"21";1
"2009";"SWE";"Sáb";"21";1
"2013";"THA";"Sáb";"21";1
"1962";"USA";"Sáb";"21";1
"1966";"USA";"Sáb";"21";3
"1968";"USA";"Sáb";"21";8
"1970";"USA";"Sáb";"21";4
"1971";"USA";"Sáb";"21";1
"1972";"USA";"Sáb";"21";1
"1974";"USA";"Sáb";"21";3
"1975";"USA";"Sáb";"21";6
"1976";"USA";"Sáb";"21";2
"1977";"USA";"Sáb";"21";3
"1978";"USA";"Sáb";"21";6
"1979";"USA";"Sáb";"21";5
"1980";"USA";"Sáb";"21";1
"1981";"USA";"Sáb";"21";4
"1983";"USA";"Sáb";"21";1
"1984";"USA";"Sáb";"21";3
"1985";"USA";"Sáb";"21";2
"1986";"USA";"Sáb";"21";6
"1987";"USA";"Sáb";"21";2
"1988";"USA";"Sáb";"21";1
"1989";"USA";"Sáb";"21";3
"1990";"USA";"Sáb";"21";8
"1991";"USA";"Sáb";"21";5
"1992";"USA";"Sáb";"21";2
"1993";"USA";"Sáb";"21";3
"1994";"USA";"Sáb";"21";6
"1995";"USA";"Sáb";"21";27
"1996";"USA";"Sáb";"21";20
"1997";"USA";"Sáb";"21";22
"1998";"USA";"Sáb";"21";25
"1999";"USA";"Sáb";"21";47
"2000";"USA";"Sáb";"21";41
"2001";"USA";"Sáb";"21";73
"2002";"USA";"Sáb";"21";65
"2003";"USA";"Sáb";"21";62
"2004";"USA";"Sáb";"21";53
"2005";"USA";"Sáb";"21";53
"2006";"USA";"Sáb";"21";50
"2007";"USA";"Sáb";"21";68
"2008";"USA";"Sáb";"21";68
"2009";"USA";"Sáb";"21";121
"2010";"USA";"Sáb";"21";101
"2011";"USA";"Sáb";"21";151
"2012";"USA";"Sáb";"21";315
"2013";"USA";"Sáb";"21";314
"2014";"USA";"Sáb";"21";72
"2012";"ZAF";"Sáb";"21";3
"2014";"ZAF";"Sáb";"21";1
"2012";"ARM";"Seg";"21";1
"1996";"AUS";"Seg";"21";1
"2003";"AUS";"Seg";"21";2
"2004";"AUS";"Seg";"21";1
"2007";"AUS";"Seg";"21";1
"2008";"AUS";"Seg";"21";1
"2013";"AUS";"Seg";"21";2
"2014";"AUS";"Seg";"21";1
"1996";"BGD";"Seg";"21";1
"2013";"BOL";"Seg";"21";1
"1974";"CAN";"Seg";"21";1
"1996";"CAN";"Seg";"21";1
"1997";"CAN";"Seg";"21";2
"1998";"CAN";"Seg";"21";1
"2000";"CAN";"Seg";"21";2
"2001";"CAN";"Seg";"21";3
"2002";"CAN";"Seg";"21";5
"2003";"CAN";"Seg";"21";1
"2004";"CAN";"Seg";"21";3
"2005";"CAN";"Seg";"21";3
"2006";"CAN";"Seg";"21";1
"2007";"CAN";"Seg";"21";4
"2008";"CAN";"Seg";"21";1
"2009";"CAN";"Seg";"21";3
"2010";"CAN";"Seg";"21";3
"2011";"CAN";"Seg";"21";1
"2012";"CAN";"Seg";"21";7
"2013";"CAN";"Seg";"21";4
"2014";"CAN";"Seg";"21";1
"2001";"CRI";"Seg";"21";2
"2007";"DEU";"Seg";"21";1
"1999";"ESP";"Seg";"21";1
"2004";"ESP";"Seg";"21";1
"2005";"FIN";"Seg";"21";1
"1976";"GBR";"Seg";"21";1
"1993";"GBR";"Seg";"21";1
"1998";"GBR";"Seg";"21";2
"2000";"GBR";"Seg";"21";1
"2002";"GBR";"Seg";"21";2
"2003";"GBR";"Seg";"21";2
"2005";"GBR";"Seg";"21";3
"2006";"GBR";"Seg";"21";4
"2007";"GBR";"Seg";"21";1
"2008";"GBR";"Seg";"21";3
"2009";"GBR";"Seg";"21";6
"2010";"GBR";"Seg";"21";1
"2011";"GBR";"Seg";"21";1
"2012";"GBR";"Seg";"21";1
"2013";"GBR";"Seg";"21";2
"2014";"GBR";"Seg";"21";1
"2014";"GRC";"Seg";"21";1
"2002";"HUN";"Seg";"21";1
"1993";"IND";"Seg";"21";1
"2003";"IND";"Seg";"21";1
"2007";"IND";"Seg";"21";2
"2010";"IND";"Seg";"21";1
"2012";"IND";"Seg";"21";1
"2013";"IND";"Seg";"21";1
"2014";"IND";"Seg";"21";1
"1968";"IRL";"Seg";"21";1
"2005";"IRL";"Seg";"21";1
"2004";"IRQ";"Seg";"21";1
"2006";"ISR";"Seg";"21";1
"1999";"ITA";"Seg";"21";1
"2002";"ITA";"Seg";"21";2
"2002";"LKA";"Seg";"21";1
"1978";"MEX";"Seg";"21";1
"1993";"MEX";"Seg";"21";1
"2006";"MEX";"Seg";"21";1
"2008";"MEX";"Seg";"21";1
"2006";"MLT";"Seg";"21";1
"2003";"NLD";"Seg";"21";2
"2014";"PAK";"Seg";"21";1
"1981";"PAN";"Seg";"21";1
"1993";"PHL";"Seg";"21";1
"2010";"PHL";"Seg";"21";1
"2013";"PHL";"Seg";"21";1
"2013";"POL";"Seg";"21";1
"1987";"PRI";"Seg";"21";1
"2012";"ROU";"Seg";"21";1
"2000";"SVN";"Seg";"21";1
"2014";"TTO";"Seg";"21";1
"2014";"TUR";"Seg";"21";1
"1997";"TUV";"Seg";"21";1
"1962";"USA";"Seg";"21";1
"1966";"USA";"Seg";"21";4
"1968";"USA";"Seg";"21";5
"1970";"USA";"Seg";"21";2
"1971";"USA";"Seg";"21";2
"1972";"USA";"Seg";"21";1
"1973";"USA";"Seg";"21";3
"1974";"USA";"Seg";"21";4
"1975";"USA";"Seg";"21";8
"1976";"USA";"Seg";"21";2
"1977";"USA";"Seg";"21";3
"1978";"USA";"Seg";"21";1
"1979";"USA";"Seg";"21";7
"1980";"USA";"Seg";"21";6
"1981";"USA";"Seg";"21";4
"1982";"USA";"Seg";"21";1
"1983";"USA";"Seg";"21";7
"1984";"USA";"Seg";"21";3
"1985";"USA";"Seg";"21";4
"1987";"USA";"Seg";"21";2
"1988";"USA";"Seg";"21";5
"1989";"USA";"Seg";"21";2
"1990";"USA";"Seg";"21";3
"1991";"USA";"Seg";"21";4
"1992";"USA";"Seg";"21";3
"1993";"USA";"Seg";"21";2
"1994";"USA";"Seg";"21";7
"1995";"USA";"Seg";"21";16
"1996";"USA";"Seg";"21";9
"1997";"USA";"Seg";"21";12
"1998";"USA";"Seg";"21";30
"1999";"USA";"Seg";"21";35
"2000";"USA";"Seg";"21";44
"2001";"USA";"Seg";"21";53
"2002";"USA";"Seg";"21";40
"2003";"USA";"Seg";"21";46
"2004";"USA";"Seg";"21";58
"2005";"USA";"Seg";"21";74
"2006";"USA";"Seg";"21";44
"2007";"USA";"Seg";"21";63
"2008";"USA";"Seg";"21";65
"2009";"USA";"Seg";"21";59
"2010";"USA";"Seg";"21";64
"2011";"USA";"Seg";"21";113
"2012";"USA";"Seg";"21";127
"2013";"USA";"Seg";"21";114
"2014";"USA";"Seg";"21";30
"1987";"UZB";"Seg";"21";1
"2012";"VIR";"Seg";"21";1
"2001";"ZAF";"Seg";"21";1
"2004";"ZAF";"Seg";"21";1
"2007";"ZAF";"Seg";"21";2
"2013";"ZAF";"Seg";"21";1
"2008";"ALB";"Sex";"21";1
"1978";"AUS";"Sex";"21";1
"1983";"AUS";"Sex";"21";1
"1988";"AUS";"Sex";"21";1
"1998";"AUS";"Sex";"21";1
"2001";"AUS";"Sex";"21";3
"2002";"AUS";"Sex";"21";2
"2003";"AUS";"Sex";"21";1
"2005";"AUS";"Sex";"21";1
"2013";"AUS";"Sex";"21";1
"2005";"AUT";"Sex";"21";1
"2009";"BGR";"Sex";"21";1
"2002";"BIH";"Sex";"21";1
"2009";"BRA";"Sex";"21";1
"1973";"CAN";"Sex";"21";1
"1978";"CAN";"Sex";"21";1
"1979";"CAN";"Sex";"21";1
"1983";"CAN";"Sex";"21";1
"1986";"CAN";"Sex";"21";1
"1997";"CAN";"Sex";"21";1
"1998";"CAN";"Sex";"21";3
"1999";"CAN";"Sex";"21";3
"2000";"CAN";"Sex";"21";2
"2002";"CAN";"Sex";"21";1
"2003";"CAN";"Sex";"21";4
"2004";"CAN";"Sex";"21";4
"2005";"CAN";"Sex";"21";6
"2006";"CAN";"Sex";"21";1
"2007";"CAN";"Sex";"21";2
"2008";"CAN";"Sex";"21";2
"2009";"CAN";"Sex";"21";4
"2010";"CAN";"Sex";"21";3
"2011";"CAN";"Sex";"21";7
"2012";"CAN";"Sex";"21";10
"2013";"CAN";"Sex";"21";7
"2014";"CAN";"Sex";"21";5
"2011";"CHL";"Sex";"21";1
"1979";"DEU";"Sex";"21";1
"1999";"DEU";"Sex";"21";1
"1999";"ECU";"Sex";"21";1
"2000";"EGY";"Sex";"21";1
"1997";"FRA";"Sex";"21";1
"2009";"FRA";"Sex";"21";1
"1977";"GBR";"Sex";"21";1
"1978";"GBR";"Sex";"21";1
"1979";"GBR";"Sex";"21";1
"1996";"GBR";"Sex";"21";1
"1998";"GBR";"Sex";"21";4
"2000";"GBR";"Sex";"21";2
"2001";"GBR";"Sex";"21";2
"2002";"GBR";"Sex";"21";2
"2003";"GBR";"Sex";"21";3
"2006";"GBR";"Sex";"21";1
"2007";"GBR";"Sex";"21";3
"2008";"GBR";"Sex";"21";6
"2009";"GBR";"Sex";"21";7
"2010";"GBR";"Sex";"21";1
"2013";"GBR";"Sex";"21";1
"2009";"GEO";"Sex";"21";1
"2001";"GRC";"Sex";"21";1
"2002";"GRC";"Sex";"21";1
"1992";"GTM";"Sex";"21";1
"2013";"GTM";"Sex";"21";1
"2012";"IND";"Sex";"21";1
"2005";"IRL";"Sex";"21";1
"2008";"IRL";"Sex";"21";1
"1984";"IRN";"Sex";"21";1
"2005";"JPN";"Sex";"21";1
"2007";"LSO";"Sex";"21";1
"2009";"MEX";"Sex";"21";1
"2010";"MEX";"Sex";"21";1
"2002";"MYS";"Sex";"21";1
"2003";"MYS";"Sex";"21";1
"2011";"MYS";"Sex";"21";1
"2013";"NIC";"Sex";"21";1
"1998";"NLD";"Sex";"21";1
"2008";"NLD";"Sex";"21";1
"2011";"NPL";"Sex";"21";1
"1978";"NZL";"Sex";"21";1
"2003";"NZL";"Sex";"21";1
"2004";"NZL";"Sex";"21";1
"2014";"OMN";"Sex";"21";1
"1996";"PHL";"Sex";"21";1
"1999";"PHL";"Sex";"21";1
"2006";"POL";"Sex";"21";1
"2011";"POL";"Sex";"21";1
"1980";"PRI";"Sex";"21";1
"2008";"PRI";"Sex";"21";1
"2000";"ROU";"Sex";"21";1
"2007";"THA";"Sex";"21";1
"2002";"TUR";"Sex";"21";1
"2009";"UKR";"Sex";"21";1
"1962";"USA";"Sex";"21";2
"1966";"USA";"Sex";"21";7
"1968";"USA";"Sex";"21";3
"1971";"USA";"Sex";"21";2
"1972";"USA";"Sex";"21";3
"1973";"USA";"Sex";"21";9
"1974";"USA";"Sex";"21";5
"1976";"USA";"Sex";"21";3
"1977";"USA";"Sex";"21";6
"1978";"USA";"Sex";"21";5
"1979";"USA";"Sex";"21";9
"1980";"USA";"Sex";"21";1
"1981";"USA";"Sex";"21";1
"1982";"USA";"Sex";"21";2
"1983";"USA";"Sex";"21";6
"1984";"USA";"Sex";"21";3
"1985";"USA";"Sex";"21";2
"1986";"USA";"Sex";"21";3
"1987";"USA";"Sex";"21";2
"1988";"USA";"Sex";"21";2
"1989";"USA";"Sex";"21";6
"1990";"USA";"Sex";"21";3
"1991";"USA";"Sex";"21";3
"1992";"USA";"Sex";"21";2
"1993";"USA";"Sex";"21";3
"1994";"USA";"Sex";"21";7
"1995";"USA";"Sex";"21";13
"1996";"USA";"Sex";"21";16
"1997";"USA";"Sex";"21";79
"1998";"USA";"Sex";"21";26
"1999";"USA";"Sex";"21";30
"2000";"USA";"Sex";"21";61
"2001";"USA";"Sex";"21";40
"2002";"USA";"Sex";"21";44
"2003";"USA";"Sex";"21";44
"2004";"USA";"Sex";"21";57
"2005";"USA";"Sex";"21";77
"2006";"USA";"Sex";"21";55
"2007";"USA";"Sex";"21";54
"2008";"USA";"Sex";"21";86
"2009";"USA";"Sex";"21";92
"2010";"USA";"Sex";"21";103
"2011";"USA";"Sex";"21";117
"2012";"USA";"Sex";"21";164
"2013";"USA";"Sex";"21";167
"2014";"USA";"Sex";"21";59
"1993";"ZAF";"Sex";"21";1
"1996";"ZAF";"Sex";"21";1
"1999";"ZAF";"Sex";"21";1
"2005";"ZAF";"Sex";"21";1
"2009";"ZAF";"Sex";"21";1
"2012";"ZAF";"Sex";"21";1
"2012";"ARE";"Ter";"21";1
"1993";"AUS";"Ter";"21";1
"2001";"AUS";"Ter";"21";1
"2002";"AUS";"Ter";"21";1
"2004";"AUS";"Ter";"21";1
"2007";"AUS";"Ter";"21";2
"2009";"AUS";"Ter";"21";1
"2012";"AUS";"Ter";"21";1
"2013";"AUS";"Ter";"21";1
"2014";"AUS";"Ter";"21";1
"2006";"BEL";"Ter";"21";1
"2002";"BHS";"Ter";"21";1
"1975";"CAN";"Ter";"21";2
"1980";"CAN";"Ter";"21";1
"1984";"CAN";"Ter";"21";1
"1986";"CAN";"Ter";"21";1
"1993";"CAN";"Ter";"21";1
"1994";"CAN";"Ter";"21";1
"1996";"CAN";"Ter";"21";1
"1998";"CAN";"Ter";"21";1
"1999";"CAN";"Ter";"21";1
"2000";"CAN";"Ter";"21";3
"2001";"CAN";"Ter";"21";1
"2002";"CAN";"Ter";"21";6
"2003";"CAN";"Ter";"21";5
"2004";"CAN";"Ter";"21";6
"2005";"CAN";"Ter";"21";5
"2006";"CAN";"Ter";"21";3
"2007";"CAN";"Ter";"21";3
"2008";"CAN";"Ter";"21";2
"2009";"CAN";"Ter";"21";6
"2010";"CAN";"Ter";"21";2
"2011";"CAN";"Ter";"21";3
"2012";"CAN";"Ter";"21";5
"2013";"CAN";"Ter";"21";3
"2014";"CAN";"Ter";"21";2
"2003";"CRI";"Ter";"21";1
"2008";"DEU";"Ter";"21";1
"2012";"ETH";"Ter";"21";1
"2005";"FIN";"Ter";"21";1
"2000";"FRA";"Ter";"21";1
"1989";"GBR";"Ter";"21";1
"1999";"GBR";"Ter";"21";1
"2000";"GBR";"Ter";"21";1
"2001";"GBR";"Ter";"21";1
"2002";"GBR";"Ter";"21";1
"2003";"GBR";"Ter";"21";3
"2004";"GBR";"Ter";"21";1
"2005";"GBR";"Ter";"21";1
"2006";"GBR";"Ter";"21";5
"2007";"GBR";"Ter";"21";2
"2008";"GBR";"Ter";"21";5
"2009";"GBR";"Ter";"21";3
"2010";"GBR";"Ter";"21";1
"2012";"GBR";"Ter";"21";1
"2014";"HRV";"Ter";"21";1
"2001";"IND";"Ter";"21";1
"2010";"IND";"Ter";"21";1
"2004";"IRN";"Ter";"21";1
"1986";"ISR";"Ter";"21";1
"2004";"ISR";"Ter";"21";1
"2007";"ISR";"Ter";"21";1
"2009";"JPN";"Ter";"21";1
"1977";"MEX";"Ter";"21";1
"1998";"MEX";"Ter";"21";1
"2003";"MEX";"Ter";"21";1
"2006";"MEX";"Ter";"21";1
"2007";"MEX";"Ter";"21";2
"2013";"MEX";"Ter";"21";2
"2003";"NLD";"Ter";"21";1
"2005";"NLD";"Ter";"21";1
"1999";"NZL";"Ter";"21";1
"2005";"NZL";"Ter";"21";1
"2007";"NZL";"Ter";"21";1
"2008";"PRI";"Ter";"21";1
"2014";"PRI";"Ter";"21";1
"2002";"ROU";"Ter";"21";1
"1962";"USA";"Ter";"21";2
"1966";"USA";"Ter";"21";3
"1968";"USA";"Ter";"21";2
"1970";"USA";"Ter";"21";1
"1971";"USA";"Ter";"21";2
"1972";"USA";"Ter";"21";2
"1973";"USA";"Ter";"21";2
"1974";"USA";"Ter";"21";3
"1975";"USA";"Ter";"21";6
"1976";"USA";"Ter";"21";6
"1977";"USA";"Ter";"21";1
"1978";"USA";"Ter";"21";8
"1979";"USA";"Ter";"21";2
"1980";"USA";"Ter";"21";6
"1981";"USA";"Ter";"21";7
"1982";"USA";"Ter";"21";5
"1983";"USA";"Ter";"21";1
"1984";"USA";"Ter";"21";2
"1985";"USA";"Ter";"21";5
"1986";"USA";"Ter";"21";3
"1987";"USA";"Ter";"21";4
"1988";"USA";"Ter";"21";2
"1989";"USA";"Ter";"21";3
"1991";"USA";"Ter";"21";4
"1992";"USA";"Ter";"21";2
"1993";"USA";"Ter";"21";6
"1994";"USA";"Ter";"21";6
"1995";"USA";"Ter";"21";33
"1996";"USA";"Ter";"21";10
"1997";"USA";"Ter";"21";17
"1998";"USA";"Ter";"21";29
"1999";"USA";"Ter";"21";40
"2000";"USA";"Ter";"21";61
"2001";"USA";"Ter";"21";47
"2002";"USA";"Ter";"21";48
"2003";"USA";"Ter";"21";46
"2004";"USA";"Ter";"21";72
"2005";"USA";"Ter";"21";52
